county_state,sk09,sk05
"Davidson, NC",-0.987648782,-1.113207943
"Davie, NC",-0.512473348,-0.531762511
"Duplin, NC",-1.420304593,-1.746665182
"Durham, NC",0.165602741,-0.086945111
"Edgecombe, NC",0.115623536,-0.755335654
"Forsyth, NC",0.094736703,0.442488513
"Franklin, NC",-0.780272376,-1.273124844
"Gaston, NC",-0.732531045,-1.118642012
"Gates, NC",-0.63406455,-1.138049403
"Graham, NC",0.265561153,-0.715744577
"Granville, NC",-0.854122247,-1.312715921
"Greene, NC",-1.433731842,-1.678351166
"Guilford, NC",0.195441073,0.077629564
"Halifax, NC",-0.276004569,-1.242073018
"Harnett, NC",-1.492662547,-1.817308085
"Haywood, NC",0.055946872,-0.272479768
"Henderson, NC",-0.287193943,-0.415318165
"Hertford, NC",-0.083547329,-0.832188922
"Hoke, NC",-1.670200621,-2.306374336
"Hyde, NC",-0.298383318,-1.021605057
"Iredell, NC",-0.425196228,-0.69556089
"Jackson, NC",-0.401325562,-1.283992983
"Johnston, NC",-0.929464035,-1.413634354
"Jones, NC",-0.432655811,-0.600852823
"Lee, NC",-0.506505682,-0.666837952
"Lenoir, NC",0.005967666,-0.531762511
"Lincoln, NC",-0.340902941,-0.45180406
"McDowell, NC",-0.860835872,-0.967264363
"Macon, NC",0.652713508,-0.148272467
"Madison, NC",0.073849871,-0.453356652
"Martin, NC",0.428926019,-0.294992342
"Mecklenburg, NC",-0.290177777,-0.504592164
"Mitchell, NC",0.278242444,0.346227854
"Montgomery, NC",-1.065974403,-1.831281406
"Moore, NC",0.150683575,0.077629564
"Nash, NC",-0.178284032,-0.685469047
"New Hanover, NC",-0.200662781,-0.513907711
"Northampton, NC",0.080563496,-0.558156563
"Onslow, NC",-2.078985767,-2.687535493
"Orange, NC",0.506505682,0.703323847
"Pamlico, NC",-0.049233247,-0.624141692
"Pasquotank, NC",-0.224533447,-0.76853268
"Pender, NC",-0.809364749,-1.682232644
"Perquimans, NC",-0.264069236,-0.729717898
"Person, NC",-0.1663487,-0.425410009
"Pitt, NC",-0.452796685,-1.031696901
"Polk, NC",1.155489398,0.740586037
"Randolph, NC",-1.209944354,-1.212573784
"Richmond, NC",-0.309572692,-1.006079145
"Robeson, NC",-1.477743381,-2.10997154
"Rockingham, NC",-0.522916764,-0.704100142
"Rowan, NC",-0.383422563,-0.686245343
"Rutherford, NC",0.095482662,-0.22590203
"Sampson, NC",-0.818316249,-1.398108441
"Scotland, NC",-0.574387887,-1.513776491
"Stanly, NC",-0.058184747,-0.049682921
"Stokes, NC",-0.984664949,-0.901279234
"Surry, NC",-0.797429417,-0.920686625
"Swain, NC",-0.320762067,-1.093024256
"Transylvania, NC",0.978697282,0.748348993
"Tyrrell, NC",-0.566928304,-0.705652733
"Union, NC",-0.946621076,-0.943199198
"Vance, NC",0.024616624,-1.000645075
"Wake, NC",0.006713625,0.28101902
"Warren, NC",-0.117115452,-1.346096633
"Washington, NC",0.566182345,-0.128865076
"Watauga, NC",0.59900451,0.057445877
"Wayne, NC",-0.489348641,-1.127181264
"Wilkes, NC",-0.565436387,-0.936212537
"Wilson, NC",-0.198424906,-0.76853268
"Yadkin, NC",-0.418482603,-0.647430561
"Yancey, NC",-0.140240159,-0.138956919
"Adams, ND",3.558967023,3.372228244
"Barnes, ND",2.227431467,2.095998218
"Benson, ND",-0.246166237,-0.156035423
"Billings, ND",3.436629862,2.481040854
"Bottineau, ND",3.034558342,2.474054193
"Bowman, ND",2.909237348,3.361360105
"Burke, ND",4.510809806,4.215285305
"Burleigh, ND",1.252463976,2.020697541
"Cass, ND",0.093990745,0.678482386
"Cavalier, ND",3.79618176,3.774349384
"Dickey, ND",3.175544459,3.115274389
"Divide, ND",6.111636306,4.645353088
"Dunn, ND",1.173392397,1.65273341
"Eddy, ND",2.571318241,2.405740177
"Emmons, ND",2.221463801,1.723376313
"Foster, ND",3.48138736,3.22706096
"Golden Valley, ND",3.990130917,2.088235262
"Grand Forks, ND",-0.063406455,0.281795316
"Grant, ND",1.745542409,-0.152153945
"Griggs, ND",5.123241566,5.628143363
"Hettinger, ND",3.45080307,3.537579215
"Kidder, ND",2.443759372,2.578854104
"La Moure, ND",3.6648931,2.692969562
"Logan, ND",3.133024837,3.34816308
"McHenry, ND",1.488932756,1.16521975
"McIntosh, ND",3.878237173,3.790651592
"McKenzie, ND",1.464316132,1.971790916
"McLean, ND",1.882052777,1.587524576
"Mercer, ND",2.413921041,2.72712657
"Morton, ND",0.317032275,1.018499875
"Mountrail, ND",0.845916706,1.247507088
"Nelson, ND",4.236297154,4.167931272
"Oliver, ND",2.706336692,2.186824808
"Pembina, ND",2.760045689,3.160299536
"Pierce, ND",1.547117503,1.928318361
"Ramsey, ND",1.286778058,1.353083294
"Ransom, ND",3.241188789,3.188246178
"Renville, ND",2.0819696,2.274546214
"Richland, ND",1.444921216,1.596840124
"Rolette, ND",-1.231577144,-1.328241834
"Sargent, ND",2.167754804,2.799322065
"Sheridan, ND",3.590297271,3.191351361
"Sioux, ND",-1.875339152,-1.98188276
"Slope, ND",2.501944119,3.035315938
"Stark, ND",0.503521849,0.732046785
"Steele, ND",1.146537899,1.445462475
"Stutsman, ND",1.474759548,2.061064914
"Towner, ND",3.790960052,3.705259072
"Traill, ND",2.926394389,3.029881869
"Walsh, ND",2.316946462,2.169746304
"Ward, ND",0.090260954,0.59774764
"Wells, ND",4.385488813,3.761928654
"Williams, ND",0.804889,1.216455262
"Adams, OH",-0.938415534,-0.69556089
"Allen, OH",0.31031865,0.534867693
"Ashland, OH",0.305842901,0.717297168
"Ashtabula, OH",-0.158889117,0.024065165
"Athens, OH",-0.067136246,0.121878415
"Auglaize, OH",0.575879803,0.898174051
"Belmont, OH",0.102942245,0.521670668
"Brown, OH",-0.891420162,-0.721954942
"Butler, OH",-0.50277589,0.083839929
"Carroll, OH",-0.033568123,-0.090050294
"Champaign, OH",-0.152175492,0.25617756
"Clark, OH",-0.114877577,0.249190899
"Clermont, OH",-0.677330131,-0.345451558
"Clinton, OH",-0.391628105,0.084616224
"Columbiana, OH",-0.058930705,0.514684007
"Coshocton, OH",0.138002284,0.328373054
"Crawford, OH",0.678822048,0.926120694
"Cuyahoga, OH",0.179029991,0.296544933
"Darke, OH",0.500538016,0.836846696
"Defiance, OH",0.702692713,1.061196135
"Delaware, OH",0.158889117,0.574458771
"Erie, OH",0.498300141,0.61560244
"Fairfield, OH",-0.184997657,0.284124203
"Fayette, OH",-0.755655752,-0.447922582
"Franklin, OH",0.114877577,0.27403236
"Fulton, OH",0.366265523,1.082932413
"Gallia, OH",-0.10070437,-0.106352502
"Geauga, OH",0.020886832,0.678482386
"Greene, OH",-0.09175287,0.328373054
"Guernsey, OH",0.191711282,0.15293024
"Hamilton, OH",0.138748243,0.56747211
"Hancock, OH",0.213344072,0.506921051
"Hardin, OH",-0.289431818,0.004657774
"Harrison, OH",0.666886715,0.995987301
"Henry, OH",0.675838215,1.179969367
"Highland, OH",-0.117861411,-0.392805592
"Hocking, OH",-0.422212395,-0.127312484
"Holmes, OH",-1.69257937,-1.407423989
"Huron, OH",0.158889117,0.235217578
"Jackson, OH",-0.382676605,-0.014749617
"Jefferson, OH",0.739990628,1.016170988
"Knox, OH",0.06564433,0.179324292
"Lake, OH",-0.430417936,0.319833802
"Lawrence, OH",-0.878738871,-0.659074995
"Licking, OH",-0.014919166,0.450251469
"Logan, OH",0.191711282,0.166903562
"Lorain, OH",-0.504267807,-0.003105183
"Lucas, OH",-0.13576441,0.263940516
"Madison, OH",-0.613177718,-0.333807124
"Mahoning, OH",0.367757439,0.790268958
"Marion, OH",0.042519623,0.386595227
"Medina, OH",-0.230501113,0.266269403
"Meigs, OH",-0.22751728,-0.015525913
"Mercer, OH",0.417736645,0.983566571
"Miami, OH",0.352092315,0.803465984
"Monroe, OH",0.836965206,0.924568103
"Montgomery, OH",0.015665124,0.390476705
"Morgan, OH",-0.143223993,-0.581445432
"Morrow, OH",-0.617653468,-0.18320577
"Muskingum, OH",0.027600457,0.313623437
"Noble, OH",-0.691503339,-0.437830739
"Ottawa, OH",0.916036786,0.628799465
"Paulding, OH",0.258847528,0.46965886
"Perry, OH",-0.586323219,-0.536420285
"Pickaway, OH",-0.869041413,-0.389700409
"Pike, OH",-0.519932931,-0.593089866
"Portage, OH",-0.428926019,-0.099365841
"Preble, OH",-0.322999941,0.159140605
"Putnam, OH",0.639286258,1.175311593
"Richland, OH",0.164856783,0.590760979
"Ross, OH",-0.563944471,-0.215033891
"Sandusky, OH",0.06116858,0.387371523
"Scioto, OH",-0.77430471,-0.367187836
"Seneca, OH",0.433401769,0.746020107
"Shelby, OH",0.328967608,0.644325378
"Stark, OH",0.023870665,0.578340249
"Summit, OH",0.008205541,0.4448174
"Trumbull, OH",-0.06564433,0.303531594
"Tuscarawas, OH",0.222295572,0.680811273
"Union, OH",0.054454955,0.602405414
"Van Wert, OH",0.493078433,0.971145841
"Vinton, OH",-1.210690312,-0.790268958
"Warren, OH",-0.443845185,-0.006986661
"Washington, OH",0.193949157,0.562814336
"Wayne, OH",-0.164110825,0.350885628
"Williams, OH",0.810110708,1.03713097
"Wood, OH",0.042519623,0.458014425
"Wyandot, OH",1.097304651,1.2987426
"Adair, OK",-1.488186797,-1.486606144
"Alfalfa, OK",1.212928187,1.155127907
"Atoka, OK",-1.05851482,-1.245954496
"Beaver, OK",1.529214504,0.753006767
"Beckham, OK",-0.381184688,-0.204165752
"Blaine, OK",0.137256326,-0.352438219
"Bryan, OK",-1.275588683,-0.968816954
"Caddo, OK",-0.529630389,-0.767756384
"Canadian, OK",-1.008535614,-0.543406945
"Carter, OK",-0.409531104,-0.391253001
"Cherokee, OK",-1.067466319,-0.991329528
"Choctaw, OK",-0.636302425,-0.905160712
"Cimarron, OK",2.067796392,2.069604166
"Cleveland, OK",-1.099542526,-0.721954942
"Coal, OK",-0.616161551,-0.417647052
"Comanche, OK",-1.543387711,-1.506013534
"Cotton, OK",-0.892912078,-0.943975494
"Craig, OK",-0.482635016,-0.116444345
"Creek, OK",-0.670616507,-0.6225891
"Custer, OK",0.014173208,0.249190899
"Delaware, OK",-1.071942069,-1.53163129
"Dewey, OK",1.432239925,1.064301317
"Ellis, OK",1.393450094,1.245178201
"Garfield, OK",-0.378946814,0.141285806
"Garvin, OK",-0.496808224,-0.377279679
"Grady, OK",-0.817570291,-0.53020992
"Grant, OK",2.081223641,2.111524131
"Greer, OK",0.067136246,-0.343898967
"Harmon, OK",-0.147699742,-0.666837952
"Harper, OK",1.171900481,1.755980729
"Haskell, OK",-0.878738871,-0.923791807
"Hughes, OK",-1.057768861,-1.086813891
"Jackson, OK",-0.763115335,-0.892739982
"Jefferson, OK",-0.261085403,-0.668390543
"Johnston, OK",-0.449812852,-0.463448495
"Kay, OK",0.176792116,0.510026233
"Kingfisher, OK",0.705676547,1.000645075
"Kiowa, OK",0.079817538,0.069090312
"Latimer, OK",-0.187235532,-0.452580356
"Le Flore, OK",-1.599334583,-1.639536384
"Lincoln, OK",-0.554992971,-0.747572698
"Logan, OK",-0.364027648,-0.437054443
"Love, OK",-0.681805881,-0.699442368
"McClain, OK",-0.45055881,-0.079958451
"McCurtain, OK",-1.363611762,-1.694653374
"McIntosh, OK",-0.82652179,-0.937765129
"Major, OK",1.815662489,1.454001727
"Marshall, OK",-0.587069178,-1.204810828
"Mayes, OK",-0.407293229,-0.273256064
"Murray, OK",-0.4811431,-0.41454187
"Muskogee, OK",-0.592290886,-0.554275084
"Noble, OK",-0.000745958,0.108681389
"Nowata, OK",0.058184747,0.126536189
"Okfuskee, OK",-1.221133728,-1.563459412
"Oklahoma, OK",-0.609447927,-0.432396669
"Okmulgee, OK",-0.642270091,-0.789492662
"Osage, OK",-1.183089855,-0.965711772
"Ottawa, OK",-0.540073805,-0.460343312
"Pawnee, OK",-0.329713566,-0.497605503
"Payne, OK",0.006713625,0.546512128
"Pittsburg, OK",-0.885452495,-0.765427497
"Pontotoc, OK",-0.461748184,-0.297321229
"Pottawatomie, OK",-1.086861235,-0.976579911
"Pushmataha, OK",-0.754163836,-0.820544488
"Roger Mills, OK",2.30501113,2.198469242
"Rogers, OK",-0.781764293,-0.343122671
"Seminole, OK",-0.986902824,-1.05498577
"Sequoyah, OK",-1.696309161,-1.678351166
"Stephens, OK",-0.405801312,-0.091602885
"Texas, OK",-0.702692713,-0.604734301
"Tillman, OK",0.092498829,-0.41454187
"Tulsa, OK",-0.178284032,0.26859829
"Wagoner, OK",-1.203230729,-0.976579911
"Washington, OK",0.4721916,0.948633268
"Washita, OK",0.044757498,0.185534657
"Woods, OK",1.650805706,1.639536384
"Woodward, OK",-0.434893686,-0.490618842
"Baker, OR",1.47401359,1.829728815
"Benton, OR",0.417736645,0.961830293
"Clackamas, OR",-0.410277062,0.319833802
"Clatsop, OR",0.624367092,0.709534212
"Columbia, OR",-0.236468779,0.37184561
"Coos, OR",0.211106197,0.471987747
"Crook, OR",-0.223787488,-0.197955387
"Curry, OR",0.54231168,0.063656242
"Deschutes, OR",-0.077579663,0.139733215
"Douglas, OR",-0.154413367,0.147496171
"Gilliam, OR",2.094650891,2.229521068
"Grant, OR",2.102110474,2.254362528
"Harney, OR",0.919766577,0.8539252
"Hood River, OR",0.993616448,1.387240302
"Jackson, OR",-0.247658154,0.20106057
"Jefferson, OR",-0.521424848,-0.814334123
"Josephine, OR",-0.175300199,0.202613161
"Klamath, OR",-0.128304827,0.210376117
"Lake, OR",1.732861118,1.56190682
"Lane, OR",-0.073103913,0.48751366
"Lincoln, OR",0.320762067,0.050459216
"Linn, OR",-0.390136188,0.256953856
"Malheur, OR",-1.126397025,-1.058090952
"Marion, OR",-0.676584173,-0.132746554
"Morrow, OR",-0.28421011,-0.51235512
"Multnomah, OR",0.186489574,0.856254087
"Polk, OR",-0.733277003,0.314399733
"Sherman, OR",2.337087336,3.215416526
"Tillamook, OR",0.813094541,0.489066251
"Umatilla, OR",-1.039119904,-0.919910329
"Union, OR",0.933193826,1.166772341
"Wallowa, OR",2.745872482,2.664246624
"Wasco, OR",0.452796685,0.912923668
"Washington, OR",-0.885452495,-0.369516723
"Wheeler, OR",1.984995021,2.415055725
"Yamhill, OR",-0.60348026,-0.108681389
"Adams, PA",-0.628096884,-0.364082653
"Allegheny, PA",0.367757439,0.593866162
"Armstrong, PA",0.025362582,0.278690133
"Beaver, PA",-0.104434161,0.216586483
"Bedford, PA",0.002237875,0.091602885
"Berks, PA",-0.51620314,-0.22590203
"Blair, PA",-0.169332533,0.214257596
"Bradford, PA",-0.169332533,0.027170347
"Bucks, PA",-0.469207767,0.041143669
"Butler, PA",-0.179775949,0.06055106
"Cambria, PA",0.125320993,0.471211451
"Cameron, PA",1.264399309,1.111655351
"Carbon, PA",-0.534106139,-0.08539252
"Centre, PA",-0.117861411,-0.117996937
"Chester, PA",-0.197678948,0.083839929
"Clarion, PA",0.143223993,0.120325824
"Clearfield, PA",-0.274512652,-0.04269626
"Clinton, PA",-0.677330131,-0.79337414
"Columbia, PA",-0.428180061,-0.176995405
"Crawford, PA",0.308826734,-0.050459216
"Cumberland, PA",0.015665124,0.490618842
"Dauphin, PA",0.95781045,1.33600479
"Delaware, PA",-0.159635075,0.186310953
"Elk, PA",0.203646614,0.583774319
"Erie, PA",-0.331951441,0.197179092
"Fayette, PA",-1.010773489,-1.046446518
"Forest, PA",-0.971983658,-0.378832271
"Franklin, PA",-0.193203198,0.038038486
"Fulton, PA",-0.016411082,-0.014749617
"Greene, PA",-0.526646556,-0.572129884
"Huntingdon, PA",-0.301367151,-0.454132947
"Indiana, PA",-0.226771322,-0.214257596
"Jefferson, PA",0.102942245,0.37184561
"Juniata, PA",0.201408739,0.526328441
"Lackawanna, PA",-0.088023079,0.223573143
"Lancaster, PA",-0.276750527,0.272479768
"Lawrence, PA",0.049979206,0.455685539
"Lebanon, PA",-0.330459524,0.197179092
"Lehigh, PA",-0.687027589,-0.065208833
"Luzerne, PA",-0.691503339,-0.177771701
"Lycoming, PA",-0.032076207,0.013973321
"McKean, PA",0.093244787,0.296544933
"Mercer, PA",0.040281748,0.251519786
"Mifflin, PA",-0.681805881,-0.263940516
"Monroe, PA",-1.131618733,-1.562683116
"Montgomery, PA",0.149937617,0.578340249
"Montour, PA",0.128304827,0.52477585
"Northampton, PA",-0.519932931,-0.111786572
"Northumberland, PA",-0.571404054,-0.062879947
"Perry, PA",-0.189473407,0.108681389
"Philadelphia, PA",-0.198424906,-0.639667604
"Pike, PA",-1.218149895,-1.987316829
"Potter, PA",0.593782802,0.440935921
"Schuylkill, PA",-0.519932931,0.086168816
"Snyder, PA",-0.425942186,-0.14050951
"Somerset, PA",0.247658154,0.360201175
"Sullivan, PA",1.356152179,0.987448049
"Susquehanna, PA",-0.13576441,-0.06753772
"Tioga, PA",0.10070437,-0.184758361
"Union, PA",-0.747450211,-0.486737364
"Venango, PA",0.144715909,0.265493108
"Warren, PA",0.372979147,0.379608566
"Washington, PA",-0.099212453,0.203389457
"Wayne, PA",-0.564690429,-0.582998023
"Westmoreland, PA",-0.154413367,0.325267872
"Wyoming, PA",-0.295399485,-0.35942488
"York, PA",-0.399087688,-0.010091843
"Bristol, RI",-0.360297856,-0.148272467
"Kent, RI",-0.443099227,-0.31129455
"Newport, RI",0.196187031,0.320610098
"Providence, RI",-0.337173149,-0.794150436
"Washington, RI",0.067882205,0.024065165
"Abbeville, SC",-0.707168463,-1.081379821
"Aiken, SC",-0.737752753,-1.178416776
"Allendale, SC",-1.2860321,-2.126273748
"Anderson, SC",-0.869041413,-0.932331059
"Bamberg, SC",-0.094736703,-0.874885182
"Barnwell, SC",-0.287193943,-0.917581442
"Beaufort, SC",-0.590053011,-1.11010276
"Berkeley, SC",-1.515787254,-1.689219305
"Calhoun, SC",0.024616624,-0.976579911
"Charleston, SC",-0.411768979,-0.736704559
"Cherokee, SC",-0.6385403,-0.898174051
"Chester, SC",-0.241690487,-1.090695369
"Chesterfield, SC",-1.21591202,-1.785479964
"Clarendon, SC",-0.346124649,-1.249835975
"Colleton, SC",-0.605718135,-1.713284469
"Darlington, SC",-0.518441015,-1.125628673
"Dillon, SC",-0.763861293,-1.856122866
"Dorchester, SC",-1.327059806,-1.33600479
"Edgefield, SC",17.44050492,14.29626044
"Fairfield, SC",-0.10070437,-1.347649225
"Florence, SC",-0.541565722,-0.955619928
"Georgetown, SC",0.308080776,-0.718073464
"Greenville, SC",-0.500538016,-0.627246874
"Greenwood, SC",-0.230501113,-0.780177115
"Hampton, SC",-0.115623536,-1.038683561
"Horry, SC",-1.128634899,-1.818860676
"Jasper, SC",-1.193533271,-2.269888441
"Kershaw, SC",-0.245420279,-0.705652733
"Lancaster, SC",-1.130872774,-1.42683138
"Laurens, SC",-0.991378573,-1.571222368
"Lee, SC",-0.925734243,-1.635654906
"Lexington, SC",-0.744466378,-0.908265895
"McCormick, SC",-0.307334817,-0.379608566
"Marion, SC",-0.556484888,-1.0674065
"Marlboro, SC",-1.584415417,-2.248928458
"Newberry, SC",-0.410277062,-1.314268512
"Oconee, SC",-0.537089972,-0.792597845
"Orangeburg, SC",-0.3147944,-1.013842101
"Pickens, SC",-1.076417819,-1.307281852
"Richland, SC",-0.027600457,-0.208823526
"Saluda, SC",-0.654951382,-1.104668691
"Spartanburg, SC",-0.903355495,-0.979685093
"Sumter, SC",-0.709406338,-1.313492217
"Union, SC",0.273020736,-0.338464897
"Williamsburg, SC",-0.50277589,-1.521539447
"York, SC",-0.773558751,-0.985119163
"Aurora, SD",2.843593018,3.322545324
"Beadle, SD",1.803727156,2.828045003
"Bennett, SD",0.010443416,0.619483918
"Bon Homme, SD",1.335265347,1.954712412
"Brookings, SD",0.585577261,1.058090952
"Brown, SD",1.11520765,1.76840146
"Brule, SD",1.751510075,2.464738645
"Buffalo, SD",-1.528468545,-0.725060124
"Butte, SD",0.189473407,1.052656883
"Campbell, SD",3.599994729,2.20235072
"Charles Mix, SD",1.909653234,2.740323596
"Clark, SD",2.440029581,2.955357488
"Clay, SD",0.592290886,0.911371077
"Codington, SD",0.480397142,1.289427052
"Corson, SD",-0.653459466,-0.234441282
"Custer, SD",1.733607076,1.155127907
"Davison, SD",0.779526418,1.465646161
"Day, SD",2.938329722,3.838005626
"Deuel, SD",1.571734126,2.417384612
"Dewey, SD",0.732531045,0.947856972
"Douglas, SD",2.367671626,3.475475564
"Edmunds, SD",1.235306936,1.884069509
"Fall River, SD",2.51462541,2.411174246
"Faulk, SD",3.482133318,4.395385893
"Grant, SD",2.148359888,2.509763792
"Gregory, SD",3.235221123,3.660233925
"Haakon, SD",4.704758963,4.622840514
"Hamlin, SD",0.933193826,1.335228495
"Hand, SD",3.248648372,4.389175528
"Hanson, SD",2.093904932,1.589077168
"Harding, SD",1.814170572,1.603826785
"Hughes, SD",3.911805296,4.688825643
"Hutchinson, SD",2.460916413,3.413371913
"Hyde, SD",3.712634431,2.852110168
"Jackson, SD",-0.591544927,0.246085717
"Jerauld, SD",2.800327437,3.52593478
"Jones, SD",3.010687676,4.852624023
"Kingsbury, SD",3.086775422,3.26277056
"Lake, SD",1.139078316,1.509118717
"Lawrence, SD",1.149521732,1.330570721
"Lincoln, SD",0.217073864,0.818991896
"Lyman, SD",0.073103913,0.862464452
"McCook, SD",1.358390054,2.081248601
"McPherson, SD",3.692493557,4.375978502
"Marshall, SD",2.372893335,1.997408672
"Meade, SD",-0.024616624,-0.154482832
"Mellette, SD",-0.074595829,0.249190899
"Miner, SD",2.21325826,2.582735582
"Minnehaha, SD",0.074595829,1.046446518
"Moody, SD",0.633318592,1.621681584
"Pennington, SD",0.31031865,0.906713303
"Perkins, SD",4.03265054,4.128340194
"Potter, SD",4.872599579,4.456713248
"Roberts, SD",1.027184571,1.100010917
"Sanborn, SD",0.466223934,1.683785235
"Shannon, SD",-2.158803304,-1.274677435
"Spink, SD",1.616491624,2.286966945
"Stanley, SD",1.681389996,2.048644184
"Sully, SD",4.431738227,4.321637808
"Todd, SD",-2.086445349,-0.927673285
"Tripp, SD",2.8779071,2.373912056
"Turner, SD",2.240112758,3.042302599
"Union, SD",0.995108365,1.770730346
"Walworth, SD",2.548939492,3.053947033
"Yankton, SD",0.739990628,1.132615333
"Ziebach, SD",-1.636632498,-0.54263065
"Anderson, TN",-0.180521907,0.458014425
"Bedford, TN",-1.488932756,-1.5122239
"Benton, TN",-0.886944412,-1.003750258
"Bledsoe, TN",-1.923080483,-1.820413267
"Blount, TN",-1.047325445,-0.646654265
"Bradley, TN",-0.725071462,-0.785611184
"Campbell, TN",-1.898463859,-1.806439946
"Cannon, TN",-1.492662547,-1.17065382
"Carroll, TN",-0.690011422,-0.488289955
"Carter, TN",-1.198754979,-1.070511683
"Cheatham, TN",-1.34272493,-0.976579911
"Chester, TN",-1.283794225,-1.398108441
"Claiborne, TN",-2.062574684,-2.096774514
"Clay, TN",-1.898463859,-1.480395778
"Cocke, TN",-1.417320759,-1.48194837
"Coffee, TN",-0.900371661,-0.595418753
"Crockett, TN",-0.677330131,-0.746796402
"Cumberland, TN",-0.69970888,-0.45180406
"Davidson, TN",-0.278988402,-0.104023615
"Decatur, TN",-0.807872833,-0.98201398
"DeKalb, TN",-1.424034384,-1.223441923
"Dickson, TN",-1.038373946,-0.942422903
"Dyer, TN",-0.77430471,-0.934659946
"Fayette, TN",-0.563944471,-0.979685093
"Fentress, TN",-1.441191425,-1.174535298
"Franklin, TN",-0.879484829,-0.642772787
"Gibson, TN",-0.078325621,-0.045025147
"Giles, TN",-1.018233072,-1.041788744
"Grainger, TN",-1.967092022,-1.887174692
"Greene, TN",-1.280064433,-1.093024256
"Grundy, TN",-1.483711048,-1.26846707
"Hamblen, TN",-0.903355495,-0.513907711
"Hamilton, TN",-0.247658154,-0.018631095
"Hancock, TN",-2.469867913,-2.498119358
"Hardeman, TN",-0.70866038,-1.218007853
"Hardin, TN",-0.80041325,-0.844609652
"Hawkins, TN",-1.739574743,-1.596063828
"Haywood, TN",0.22304153,-0.148272467
"Henderson, TN",-1.431493967,-1.437699519
"Henry, TN",-0.38939023,-0.568248406
"Hickman, TN",-2.021546978,-1.703192626
"Houston, TN",-0.966015991,-0.648206856
"Humphreys, TN",-0.622129218,-0.363306358
"Jackson, TN",-1.92009665,-1.455554318
"Jefferson, TN",-1.396433927,-1.342991451
"Johnson, TN",-1.066720361,-1.087590187
"Knox, TN",-0.650475633,-0.474316634
"Lake, TN",-1.882052777,-0.205718344
"Lauderdale, TN",-1.862657861,-2.218652929
"Lawrence, TN",-1.108494025,-0.734375672
"Lewis, TN",-1.076417819,-0.766203793
"Lincoln, TN",-1.087607193,-0.985119163
"Loudon, TN",-0.578863636,-0.27403236
"McMinn, TN",-0.986902824,-1.007631736
"McNairy, TN",-0.679568006,-0.780177115
"Macon, TN",-2.172976512,-2.100655992
"Madison, TN",0.011189374,-0.193297613
"Marion, TN",-1.411353093,-1.42139731
"Marshall, TN",-1.253955893,-1.247507088
"Maury, TN",-0.722087629,-0.528657328
"Meigs, TN",-1.423288426,-1.745888886
"Monroe, TN",-1.289015933,-1.273124844
"Montgomery, TN",-1.586653292,-1.507566126
"Moore, TN",-1.210690312,-0.962606589
"Morgan, TN",-1.88056086,-1.686114122
"Obion, TN",-0.3147944,-0.288005681
"Overton, TN",-1.518025129,-1.390345485
"Perry, TN",-1.157727273,-1.566564594
"Pickett, TN",-0.110401828,-0.176219109
"Polk, TN",-0.496062266,-0.45723813
"Putnam, TN",-0.98391899,-0.500710685
"Rhea, TN",-1.296475516,-1.240520427
"Roane, TN",-0.806380916,-0.709534212
"Robertson, TN",-0.879484829,-0.740586037
"Rutherford, TN",-1.280064433,-1.109326464
"Scott, TN",-2.165516929,-1.594511237
"Sequatchie, TN",-1.518771087,-1.375595868
"Sevier, TN",-1.101034443,-1.320478877
"Shelby, TN",0.173808283,0.064432538
"Smith, TN",-1.459094424,-0.996763597
"Stewart, TN",-1.131618733,-1.034802083
"Sullivan, TN",-0.402071521,-0.045801443
"Sumner, TN",-0.993616448,-0.633457239
"Tipton, TN",-0.99287049,-1.09768203
"Trousdale, TN",-1.170408564,-0.794926732
"Unicoi, TN",-0.449066893,-0.034933304
"Union, TN",-2.120013473,-2.263678076
"Van Buren, TN",-1.326313847,-1.096129439
"Warren, TN",-1.27260485,-1.162114568
"Washington, TN",-0.691503339,-0.530986215
"Wayne, TN",-2.102856432,-1.828176224
"Weakley, TN",-0.376708939,-0.271703473
"White, TN",-1.457602507,-0.989000641
"Williamson, TN",0.432655811,0.904384416
"Wilson, TN",-0.640778175,-0.353214515
"Anderson, TX",-1.639616331,-1.837491771
"Andrews, TX",-1.21591202,-0.992105823
"Angelina, TX",-0.945875117,-0.95717252
"Aransas, TX",-1.160711106,-1.526973517
"Archer, TX",0.073103913,0.336136011
"Armstrong, TX",-0.082055412,0.230559804
"Atascosa, TX",-2.219971884,-2.109195244
"Austin, TX",-0.189473407,-0.223573143
"Bailey, TX",-0.276750527,-0.367187836
"Bandera, TX",-0.199170865,-0.516236598
"Bastrop, TX",-1.278572517,-1.437699519
"Baylor, TX",1.318854265,0.907489599
"Bee, TX",-2.220717842,-2.321123953
"Bell, TX",-1.572480085,-1.601497898
"Bexar, TX",-1.855944236,-1.686890418
"Blanco, TX",0.807126875,0.242204239
"Borden, TX",-0.178284032,-0.690903116
"Bosque, TX",0.390882146,-0.245309421
"Bowie, TX",-0.728801254,-0.676929795
"Brazoria, TX",-1.591129042,-1.578985324
"Brazos, TX",-1.673184454,-1.388792893
"Brewster, TX",1.374055178,1.089919073
"Briscoe, TX",3.282962454,2.464738645
"Brooks, TX",-1.586653292,-1.631773428
"Brown, TX",-0.194695115,-0.57290618
"Burleson, TX",-0.264069236,-0.71341569
